port,year,month,operator,bert,shipment,direction,value
Ренійський морський порт,2013,Грудень,ПП «Рені-Ліс»,3,"Хімічні, мінеральні добрива (сипучі)",Навантаження,9.966
Ренійський морський порт,2013,Грудень,ПП «Рені-Ліс»,16,"Хімічні, мінеральні добрива (сипучі)",Навантаження,2.84
Ренійський морський порт,2013,Грудень,ТОВ «Рені-Лайн»,8,Хлібні - всього,Навантаження,20.404
Ренійський морський порт,2013,Грудень,ТОВ «Рені-Лайн»,8,Інші сипучі вантажі,Навантаження,2.315
Ренійський морський порт,2013,Грудень,ТОВ «СК Аккорд»,18,Інші сипучі вантажі,Навантаження,6.055
Ренійський морський порт,2013,Липень,ДП «Ренійский МТП»,10,Нафтопродукти,Навантаження,1.049
Ренійський морський порт,2013,Липень,ДП «Ренійский МТП»,12,Нафтопродукти,Навантаження,7.439
Ренійський морський порт,2013,Липень,ДП «Ренійский МТП»,17,Хлібні - всього,Навантаження,14.099
Ренійський морський порт,2013,Липень,ДП «Ренійский МТП»,17,Інші сипучі вантажі,Навантаження,0.993
Ренійський морський порт,2013,Липень,ДП «Ренійский МТП»,18,Хлібні - всього,Навантаження,0.003
Ренійський морський порт,2013,Липень,ДП «Ренійский МТП»,20,Чорні метали - всього,Навантаження,14.17
Ренійський морський порт,2013,Липень,ДП «Ренійский МТП»,21,Хлібні - всього,Навантаження,2.296
Ренійський морський порт,2013,Липень,ДП «Ренійский МТП»,21,"Хімічні, мінеральні добрива (сипучі)",Навантаження,0.111
Ренійський морський порт,2013,Липень,ДП «Ренійский МТП»,22,Хлібні - всього,Навантаження,0.689
Ренійський морський порт,2013,Липень,ДП «Ренійский МТП»,22,"Хімічні, мінеральні добрива (сипучі)",Навантаження,6.979
Ренійський морський порт,2013,Липень,ДП «Ренійский МТП»,24,Хім. та мін. добрива (тарно-штучні),Розвантаження,1.174
Ренійський морський порт,2013,Липень,ДП «Ренійский МТП»,25,Хім. та мін. добрива (тарно-штучні),Розвантаження,2.137
Ренійський морський порт,2013,Липень,ДП «Ренійский МТП»,26,Руда всяка,Навантаження,1.668
Ренійський морський порт,2013,Липень,ДП «Ренійский МТП»,27,Руда всяка,Навантаження,22.007
Ренійський морський порт,2013,Липень,ПрАТ «Ренійський Элеватор»,6,Хлібні - всього,Навантаження,7.872
Ренійський морський порт,2013,Липень,ПрАТ «Ренійський Элеватор»,6,Інші сипучі вантажі,Навантаження,9.215
Ренійський морський порт,2013,Липень,ТОВ «Лагуна-Рені»,36,Нафтопродукти,Навантаження,130.894
Ренійський морський порт,2013,Липень,ПП «Рені-Ліс»,3,Хім. та мін. добрива (тарно-штучні),Навантаження,1.727
Ренійський морський порт,2013,Липень,ПП «Рені-Ліс»,3,"Хімічні, мінеральні добрива (сипучі)",Навантаження,36.899
Ренійський морський порт,2013,Липень,ПП «Рені-Ліс»,15,Нафтопродукти,Навантаження,0.776
Ренійський морський порт,2013,Липень,ПП «Рені-Ліс»,16,Нафтопродукти,Навантаження,0.737
Ренійський морський порт,2013,Липень,ТОВ «Рені-Лайн»,8,Хлібні - всього,Навантаження,2.2
Ренійський морський порт,2013,Липень,ПП «Рені-Ліс»,16,"Хімічні, мінеральні добрива (сипучі)",Навантаження,5.193
Ренійський морський порт,2013,Липень,ТОВ «СК Аккорд»,18,Хлібні - всього,Навантаження,11.472
Ренійський морський порт,2013,Липень,ТОВ «СК Аккорд»,18,Інші сипучі вантажі,Навантаження,0.258
Ренійський морський порт,2013,Вересень,ДП «Ренійский МТП»,11,Нафтопродукти,Навантаження,0.971
Ренійський морський порт,2013,Вересень,ДП «Ренійский МТП»,12,Нафтопродукти,Розвантаження,6.023
Ренійський морський порт,2013,Вересень,ДП «Ренійский МТП»,12,Нафтопродукти,Навантаження,4.973
Ренійський морський порт,2013,Вересень,ДП «Ренійский МТП»,17,Хлібні - всього,Навантаження,15.208
Ренійський морський порт,2013,Вересень,ДП «Ренійский МТП»,17,Інші сипучі вантажі,Навантаження,1.509
Ренійський морський порт,2013,Вересень,ДП «Ренійский МТП»,18,Хлібні - всього,Навантаження,6.486
Ренійський морський порт,2013,Вересень,ДП «Ренійский МТП»,19,Хлібні - всього,Навантаження,4.973
Ренійський морський порт,2013,Вересень,ДП «Ренійский МТП»,19,Інші сипучі вантажі,Навантаження,1.25
Ренійський морський порт,2013,Вересень,ДП «Ренійский МТП»,20,Хлібні - всього,Навантаження,8.146
Ренійський морський порт,2013,Вересень,ДП «Ренійский МТП»,22,"Хімічні, мінеральні добрива (сипучі)",Навантаження,6.438
Ренійський морський порт,2013,Вересень,ДП «Ренійский МТП»,24,Вугілля,Навантаження,8.247
Ренійський морський порт,2013,Вересень,ДП «Ренійский МТП»,24,Чорні метали - всього,Навантаження,0.806
Ренійський морський порт,2013,Вересень,ДП «Ренійский МТП»,24,Руда всяка,Навантаження,6.334
Ренійський морський порт,2013,Вересень,ДП «Ренійский МТП»,25,Інші тарно-штучні вантажі,Розвантаження,0.286
Ренійський морський порт,2013,Вересень,ДП «Ренійский МТП»,25,Інші сипучі вантажі,Навантаження,0.682
Ренійський морський порт,2013,Вересень,ДП «Ренійский МТП»,25,Чорні метали - всього,Навантаження,1.172
Ренійський морський порт,2013,Вересень,ДП «Ренійский МТП»,25,Руда всяка,Навантаження,0.566
Ренійський морський порт,2013,Вересень,ДП «Ренійский МТП»,27,Руда всяка,Навантаження,9.976
Ренійський морський порт,2013,Вересень,ДП «Ренійский МТП»,34,Вугілля,Навантаження,0.069
Ренійський морський порт,2013,Вересень,ПрАТ «Ренійський Элеватор»,6,Хлібні - всього,Навантаження,19.542
Ренійський морський порт,2013,Вересень,ПрАТ «Ренійський Элеватор»,6,Інші сипучі вантажі,Навантаження,1.15
Ренійський морський порт,2013,Вересень,ТОВ «Лагуна-Рені»,36,Нафтопродукти,Навантаження,123.712
Ренійський морський порт,2013,Вересень,ТОВ «Лагуна-Рені»,37,Нафтопродукти,Навантаження,106.445
Ренійський морський порт,2013,Вересень,ПП «Рені-Ліс»,3,Хім. та мін. добрива (тарно-штучні),Навантаження,1.385
Ренійський морський порт,2013,Вересень,ПП «Рені-Ліс»,3,Хім. та мін. добрива (тарно-штучні),Розвантаження,3.301
Ренійський морський порт,2013,Вересень,ПП «Рені-Ліс»,3,"Хімічні, мінеральні добрива (сипучі)",Розвантаження,1.844
Ренійський морський порт,2013,Вересень,ПП «Рені-Ліс»,3,"Хімічні, мінеральні добрива (сипучі)",Навантаження,9.482
Ренійський морський порт,2013,Вересень,ПП «Рені-Ліс»,16,"Хімічні, мінеральні добрива (сипучі)",Навантаження,1.011
Ренійський морський порт,2013,Вересень,ТОВ «Рені-Лайн»,8,Хлібні - всього,Навантаження,14.78
Ренійський морський порт,2013,Вересень,ТОВ «Рені-Лайн»,8,Інші сипучі вантажі,Навантаження,1.401
Ренійський морський порт,2013,Вересень,ТОВ «СК Аккорд»,18,Хлібні - всього,Навантаження,0.512
Ренійський морський порт,2013,Вересень,ТОВ «СК Аккорд»,19,Хлібні - всього,Навантаження,0.1
Ренійський морський порт,2013,Вересень,ТОВ «СК Аккорд»,25,Інші сипучі вантажі,Навантаження,0.54
Ренійський морський порт,2013,Вересень,"ТОВ""Імекс Вітней Інвестмент Компані""",25,Руда всяка,Навантаження,2.091
Ренійський морський порт,2013,Вересень,"ТОВ""Імекс Вітней Інвестмент Компані""",27,Руда всяка,Навантаження,6.74
Ренійський морський порт,2013,Серпень,ДП «Ренійский МТП»,9,"Хімічні, мінеральні добрива (сипучі)",Навантаження,0.739
Ренійський морський порт,2013,Серпень,ДП «Ренійский МТП»,16,"Хімічні, мінеральні добрива (сипучі)",Навантаження,0.41
Ренійський морський порт,2013,Серпень,ДП «Ренійский МТП»,17,Хлібні - всього,Навантаження,4.219
Ренійський морський порт,2013,Серпень,ДП «Ренійский МТП»,17,Інші сипучі вантажі,Навантаження,0.983
Ренійський морський порт,2013,Серпень,ДП «Ренійский МТП»,18,Хлібні - всього,Навантаження,12.43
Ренійський морський порт,2013,Серпень,ДП «Ренійский МТП»,19,Хлібні - всього,Навантаження,9.251
Ренійський морський порт,2013,Серпень,ДП «Ренійский МТП»,19,Нафтопродукти,Розвантаження,6.115
Ренійський морський порт,2013,Серпень,ДП «Ренійский МТП»,20,Чорні метали - всього,Навантаження,3.609
Ренійський морський порт,2013,Серпень,ДП «Ренійский МТП»,20,Хлібні - всього,Навантаження,10.075
Ренійський морський порт,2013,Серпень,ДП «Ренійский МТП»,21,Хлібні - всього,Навантаження,4.214
Ренійський морський порт,2013,Серпень,ДП «Ренійский МТП»,21,Хім. та мін. добрива (тарно-штучні),Розвантаження,2.532
Ренійський морський порт,2013,Серпень,ДП «Ренійский МТП»,22,Чорні метали - всього,Навантаження,0.281
Ренійський морський порт,2013,Серпень,ДП «Ренійский МТП»,22,"Хімічні, мінеральні добрива (сипучі)",Навантаження,12.1
Ренійський морський порт,2013,Серпень,ДП «Ренійский МТП»,24,Руда всяка,Навантаження,1.109
Ренійський морський порт,2013,Серпень,ДП «Ренійский МТП»,24,"Хімічні, мінеральні добрива (сипучі)",Навантаження,0.895
Ренійський морський порт,2013,Серпень,ДП «Ренійский МТП»,25,Чорні метали - всього,Навантаження,0.436
Ренійський морський порт,2013,Серпень,ДП «Ренійский МТП»,25,Руда всяка,Навантаження,5.56
Ренійський морський порт,2013,Серпень,ДП «Ренійский МТП»,27,Чорні метали - всього,Навантаження,0.436
Ренійський морський порт,2013,Серпень,ДП «Ренійский МТП»,27,Руда всяка,Навантаження,12.42
Ренійський морський порт,2013,Серпень,ПрАТ «Ренійський Элеватор»,6,Хлібні - всього,Навантаження,18.054
Ренійський морський порт,2013,Серпень,ТОВ «Лагуна-Рені»,36,Нафтопродукти,Навантаження,115.073
Ренійський морський порт,2013,Серпень,ТОВ «Лагуна-Рені»,37,Нафтопродукти,Навантаження,51.405
Ренійський морський порт,2013,Серпень,ПП «Рені-Ліс»,3,Хім. та мін. добрива (тарно-штучні),Навантаження,1.183
Ренійський морський порт,2013,Серпень,ПП «Рені-Ліс»,3,"Хімічні, мінеральні добрива (сипучі)",Навантаження,22.243
Ренійський морський порт,2013,Серпень,ПП «Рені-Ліс»,9,"Хімічні, мінеральні добрива (сипучі)",Навантаження,2.254
Ренійський морський порт,2013,Серпень,ПП «Рені-Ліс»,16,Нафтопродукти,Навантаження,0.398
Ренійський морський порт,2013,Серпень,ПП «Рені-Ліс»,16,"Хімічні, мінеральні добрива (сипучі)",Навантаження,0.766
Ренійський морський порт,2013,Серпень,ТОВ «Рені-Лайн»,8,Хлібні - всього,Навантаження,19.013
Ренійський морський порт,2013,Серпень,ТОВ «СК Аккорд»,18,Хлібні - всього,Навантаження,3.232
Ренійський морський порт,2013,Серпень,"ТОВ""Імекс Вітней Інвестмент Компані""",9,Хім. та мін. добрива (тарно-штучні),Розвантаження,2.837
Скадовський морський порт,2013,Серпень,ДП «Скадовський МТП»,3,Інші тарно-штучні вантажі,Навантаження,15.0
Скадовський морський порт,2013,Серпень,ДП «Скадовський МТП»,3,Інші тарно-штучні вантажі,Розвантаження,11.5
Скадовський морський порт,2013,Вересень,ДП «Скадовський МТП»,3,Інші тарно-штучні вантажі,Навантаження,10.4
Скадовський морський порт,2013,Вересень,ДП «Скадовський МТП»,3,Інші тарно-штучні вантажі,Розвантаження,11.4
Скадовський морський порт,2013,Липень,ДП «Скадовський МТП»,3,Інші тарно-штучні вантажі,Навантаження,9.6
Скадовський морський порт,2013,Липень,ДП «Скадовський МТП»,3,Інші тарно-штучні вантажі,Розвантаження,8.7
Скадовський морський порт,2013,Грудень,ДП «Скадовський МТП»,3,Інші тарно-штучні вантажі,Навантаження,11.7
Скадовський морський порт,2013,Грудень,ДП «Скадовський МТП»,3,Інші тарно-штучні вантажі,Розвантаження,10.7
Скадовський морський порт,2013,Грудень,ДП «Скадовський МТП»,3,Продовольчі вантажі - всього,Розвантаження,0.7
Скадовський морський порт,2013,Грудень,ДП «Скадовський МТП»,3,Будівельні,Розвантаження,3.7
Скадовський морський порт,2013,Грудень,ДП «Скадовський МТП»,3,Будівельні,Навантаження,3.7
Скадовський морський порт,2013,Листопад,ДП «Скадовський МТП»,3,Інші тарно-штучні вантажі,Навантаження,12.9
Скадовський морський порт,2013,Листопад,ДП «Скадовський МТП»,3,Інші тарно-штучні вантажі,Розвантаження,13.2
Скадовський морський порт,2013,Листопад,ДП «Скадовський МТП»,3,Продовольчі вантажі - всього,Розвантаження,0.3
Скадовський морський порт,2013,Листопад,"ПрАТ ""Скадовське ХПП""",3,Хлібні - всього,Навантаження,5.4
Скадовський морський порт,2013,Жовтень,ДП «Скадовський МТП»,3,Інші тарно-штучні вантажі,Навантаження,11.6
Скадовський морський порт,2013,Жовтень,ДП «Скадовський МТП»,3,Інші тарно-штучні вантажі,Розвантаження,10.5
"СМП ""Октябрьск""",2013,Жовтень,ДП СМП «Октябрьск»,1,Інші тарно-штучні вантажі,Навантаження,2.497
"СМП ""Октябрьск""",2013,Жовтень,ДП СМП «Октябрьск»,2,Інші тарно-штучні вантажі,Навантаження,0.047
"СМП ""Октябрьск""",2013,Жовтень,ДП СМП «Октябрьск»,3,Чорні метали - всього,Навантаження,62.393
"СМП ""Октябрьск""",2013,Жовтень,ДП СМП «Октябрьск»,4,Чорні метали - всього,Навантаження,22.779
"СМП ""Октябрьск""",2013,Жовтень,ДП СМП «Октябрьск»,5,Чорні метали - всього,Навантаження,25.938
"СМП ""Октябрьск""",2013,Жовтень,ДП СМП «Октябрьск»,6,Вугілля,Навантаження,17.596
"СМП ""Октябрьск""",2013,Жовтень,ДП СМП «Октябрьск»,допоміжний,Інші тарно-штучні вантажі,Навантаження,0.01
"СМП ""Октябрьск""",2013,Листопад,ДП СМП «Октябрьск»,1,Чорні метали - всього,Навантаження,3.127
"СМП ""Октябрьск""",2013,Листопад,ДП СМП «Октябрьск»,1,Інші тарно-штучні вантажі,Навантаження,1.054
"СМП ""Октябрьск""",2013,Листопад,ДП СМП «Октябрьск»,2,Інші тарно-штучні вантажі,Навантаження,0.025
"СМП ""Октябрьск""",2013,Листопад,ДП СМП «Октябрьск»,2,Автотехніка й сільгосптехніка,Навантаження,0.332
"СМП ""Октябрьск""",2013,Листопад,ДП СМП «Октябрьск»,3,Чорні метали - всього,Навантаження,46.532
"СМП ""Октябрьск""",2013,Листопад,ДП СМП «Октябрьск»,4,Чорні метали - всього,Навантаження,28.863
"СМП ""Октябрьск""",2013,Листопад,ДП СМП «Октябрьск»,4,Інші сипучі вантажі,Навантаження,10.093
"СМП ""Октябрьск""",2013,Листопад,ДП СМП «Октябрьск»,5,Чорні метали - всього,Навантаження,17.708
"СМП ""Октябрьск""",2013,Листопад,ДП СМП «Октябрьск»,5,Будівельні,Розвантаження,7.5
"СМП ""Октябрьск""",2013,Листопад,ДП СМП «Октябрьск»,5,Руда всяка,Розвантаження,9.005
"СМП ""Октябрьск""",2013,Листопад,ДП СМП «Октябрьск»,5,Інші тарно-штучні вантажі,Навантаження,0.223
"СМП ""Октябрьск""",2013,Листопад,ДП СМП «Октябрьск»,5,Автотехніка й сільгосптехніка,Навантаження,0.722
"СМП ""Октябрьск""",2013,Листопад,ДП СМП «Октябрьск»,6,Вугілля,Навантаження,47.791
"СМП ""Октябрьск""",2013,Листопад,ДП СМП «Октябрьск»,допоміжний,Інші тарно-штучні вантажі,Навантаження,0.188
"СМП ""Октябрьск""",2013,Грудень,ДП СМП «Октябрьск»,1,Чорні метали - всього,Навантаження,2.522
"СМП ""Октябрьск""",2013,Грудень,ДП СМП «Октябрьск»,1,Інші тарно-штучні вантажі,Навантаження,0.133
"СМП ""Октябрьск""",2013,Грудень,ДП СМП «Октябрьск»,2,Автотехніка й сільгосптехніка,Навантаження,0.836
"СМП ""Октябрьск""",2013,Грудень,ДП СМП «Октябрьск»,2,Автотехніка й сільгосптехніка,Розвантаження,0.202
"СМП ""Октябрьск""",2013,Грудень,ДП СМП «Октябрьск»,2,Інші тарно-штучні вантажі,Навантаження,0.667
"СМП ""Октябрьск""",2013,Грудень,ДП СМП «Октябрьск»,2,Інші тарно-штучні вантажі,Розвантаження,0.131
"СМП ""Октябрьск""",2013,Грудень,ДП СМП «Октябрьск»,3,Чорні метали - всього,Навантаження,72.77
"СМП ""Октябрьск""",2013,Грудень,ДП СМП «Октябрьск»,4,Чорні метали - всього,Навантаження,14.728
"СМП ""Октябрьск""",2013,Грудень,ДП СМП «Октябрьск»,5,Чорні метали - всього,Навантаження,15.008
"СМП ""Октябрьск""",2013,Грудень,ДП СМП «Октябрьск»,6,Вугілля,Навантаження,56.759
"СМП ""Октябрьск""",2013,Грудень,ДП СМП «Октябрьск»,допоміжний,Автотехніка й сільгосптехніка,Навантаження,0.643
"СМП ""Октябрьск""",2013,Грудень,ДП СМП «Октябрьск»,допоміжний,Інші тарно-штучні вантажі,Навантаження,0.327
"СМП ""Октябрьск""",2013,Грудень,ДП СМП «Октябрьск»,допоміжний,Інші тарно-штучні вантажі,Розвантаження,0.019
"СМП ""Октябрьск""",2013,Липень,ДП СМП «Октябрьск»,2,Автотехніка й сільгосптехніка,Навантаження,0.152
"СМП ""Октябрьск""",2013,Липень,ДП СМП «Октябрьск»,2,Інші тарно-штучні вантажі,Навантаження,0.986
"СМП ""Октябрьск""",2013,Липень,ДП СМП «Октябрьск»,3,Чорні метали - всього,Розвантаження,1.066
"СМП ""Октябрьск""",2013,Липень,ДП СМП «Октябрьск»,3,Чорні метали - всього,Навантаження,26.424
"СМП ""Октябрьск""",2013,Липень,ДП СМП «Октябрьск»,4,Інші сипучі вантажі,Навантаження,13.761
"СМП ""Октябрьск""",2013,Липень,ДП СМП «Октябрьск»,4,Чорні метали - всього,Навантаження,14.942
"СМП ""Октябрьск""",2013,Липень,ДП СМП «Октябрьск»,5,Автотехніка й сільгосптехніка,Навантаження,0.39
"СМП ""Октябрьск""",2013,Липень,ДП СМП «Октябрьск»,5,Інші тарно-штучні вантажі,Розвантаження,0.028
"СМП ""Октябрьск""",2013,Липень,ДП СМП «Октябрьск»,5,Вугілля,Навантаження,31.245
"СМП ""Октябрьск""",2013,Липень,ДП СМП «Октябрьск»,6,Вугілля,Навантаження,9.922
"СМП ""Октябрьск""",2013,Липень,ДП СМП «Октябрьск»,6,Руда всяка,Розвантаження,9.489
"СМП ""Октябрьск""",2013,Липень,ДП СМП «Октябрьск»,6,Інші тарно-штучні вантажі,Розвантаження,0.802
"СМП ""Октябрьск""",2013,Вересень,ДП СМП «Октябрьск»,1,Чорні метали - всього,Навантаження,10.753
"СМП ""Октябрьск""",2013,Вересень,ДП СМП «Октябрьск»,2,Чорні метали - всього,Навантаження,3.24
"СМП ""Октябрьск""",2013,Вересень,ДП СМП «Октябрьск»,2,Інші тарно-штучні вантажі,Навантаження,0.114
"СМП ""Октябрьск""",2013,Вересень,ДП СМП «Октябрьск»,3,Чорні метали - всього,Навантаження,47.505
"СМП ""Октябрьск""",2013,Вересень,ДП СМП «Октябрьск»,4,Інші сипучі вантажі,Навантаження,11.862
"СМП ""Октябрьск""",2013,Вересень,ДП СМП «Октябрьск»,5,Чорні метали - всього,Навантаження,23.899
"СМП ""Октябрьск""",2013,Вересень,ДП СМП «Октябрьск»,5,Вугілля,Навантаження,37.645
"СМП ""Октябрьск""",2013,Вересень,ДП СМП «Октябрьск»,6,Вугілля,Навантаження,10.853
"СМП ""Октябрьск""",2013,Вересень,ДП СМП «Октябрьск»,6,Кокс,Навантаження,19.21
"СМП ""Октябрьск""",2013,Серпень,ДП СМП «Октябрьск»,1,Чорні метали - всього,Навантаження,5.155
"СМП ""Октябрьск""",2013,Серпень,ДП СМП «Октябрьск»,2,Автотехніка й сільгосптехніка,Навантаження,1.176
"СМП ""Октябрьск""",2013,Серпень,ДП СМП «Октябрьск»,2,Інші тарно-штучні вантажі,Навантаження,2.424
"СМП ""Октябрьск""",2013,Серпень,ДП СМП «Октябрьск»,3,Чорні метали - всього,Навантаження,23.142
"СМП ""Октябрьск""",2013,Серпень,ДП СМП «Октябрьск»,4,Інші сипучі вантажі,Навантаження,10.151
"СМП ""Октябрьск""",2013,Серпень,ДП СМП «Октябрьск»,5,Чорні метали - всього,Навантаження,28.401
"СМП ""Октябрьск""",2013,Серпень,ДП СМП «Октябрьск»,5,Вугілля,Навантаження,34.458
"СМП ""Октябрьск""",2013,Серпень,ДП СМП «Октябрьск»,6,Вугілля,Навантаження,26.4
Одеський морський порт,2013,Вересень,"ДП ""ГПК-Україна""",2,Контейнери мiжнародного класу з вантажем i порожнi  (т-бруто),Навантаження,221.989
Одеський морський порт,2013,Вересень,"ДП ""ГПК-Україна""",3,Контейнери мiжнародного класу з вантажем i порожнi  (т-бруто),Навантаження,8.699
Одеський морський порт,2013,Вересень,"ДП ""ГПК-Україна""",2,Контейнери мiжнародного класу з вантажем i порожнi  (т-бруто),Розвантаження,234.74
Одеський морський порт,2013,Вересень,"ДП ""ГПК-Україна""",3,Контейнери мiжнародного класу з вантажем i порожнi  (т-бруто),Розвантаження,6.491
Одеський морський порт,2013,Вересень,"Тов ""ОППК",37,Олiя,Розвантаження,8.982
Одеський морський порт,2013,Вересень,"Тов ""ОППК",37,Iншi наливнi вантажi,Розвантаження,1.799
Одеський морський порт,2013,Вересень,"Тов ""Бруклін-Київ-порт""",42,Контейнери мiжнародного класу з вантажем i порожнi  (т-бруто),Навантаження,100.777
Одеський морський порт,2013,Вересень,"Тов ""Бруклін-Київ-порт""",42,Контейнери мiжнародного класу з вантажем i порожнi  (т-бруто),Розвантаження,82.787
Одеський морський порт,2013,Вересень,"Тов ""Металзюкрейн""",26,Чорнi метали -металопрокат,Навантаження,5.578
Одеський морський порт,2013,Вересень,"Тов ""Металзюкрейн""",7,Автотехнiка та сiльгосптехнiка,Навантаження,0.336
Одеський морський порт,2013,Вересень,"Тов ""Металзюкрейн""",7,Контейнери мiжнародного класу з вантажем i порожнi  (т-бруто),Навантаження,0.003
Одеський морський порт,2013,Вересень,"Тов ""Металзюкрейн""",7,Iншi тарно-штучнi вантажi,Навантаження,0.053
Одеський морський порт,2013,Вересень,"Тов ""Металзюкрейн""",8,Руда всяка,Навантаження,22.502
Одеський морський порт,2013,Вересень,"Тов ""Металзюкрейн""",8,Контейнери мiжнародного класу з вантажем i порожнi  (т-бруто),Навантаження,0.046
Одеський морський порт,2013,Вересень,"Тов ""Металзюкрейн""",8,Iншi тарно-штучнi вантажi,Навантаження,0.095
Одеський морський порт,2013,Вересень,"Тов ""Металзюкрейн""",8,Iншi тарно-штучнi вантажi,Розвантаження,10.617
Одеський морський порт,2013,Вересень,Холодильник,21,Продовольчi вантажi з  них:швидкопсовнi вантажi,Розвантаження,4.349
Одеський морський порт,2013,Вересень,"Тов ""Новолог""",10,Чорнi метали -металопрокат,Навантаження,5.509
Одеський морський порт,2013,Вересень,"Тов ""Новолог""",12,Iншi тарно-штучнi вантажi,Навантаження,0.207
Одеський морський порт,2013,Вересень,"Тов ""Новолог""",25,Чорнi метали -металопрокат,Навантаження,2.913
Одеський морський порт,2013,Вересень,"Тов ""Новолог""",9,Чорнi метали -металопрокат,Навантаження,2.256
Одеський морський порт,2013,Вересень,"Тов ""Новолог""",13,Чорнi метали -металопрокат,Розвантаження,1.141
Одеський морський порт,2013,Вересень,"Тов ""Новолог""",13,Iншi тарно-штучнi вантажi,Розвантаження,0.267
Одеський морський порт,2013,Вересень,"Тов ""Новотех-термінал""",22,Чорнi метали -металопрокат,Навантаження,0.729
Одеський морський порт,2013,Вересень,"Тов ""Новотех-термінал""",25,Хлiбнi - з них:   зерно,Навантаження,30.973
Одеський морський порт,2013,Вересень,"Тов ""Новотех-термінал""",25,Iншi сипучi вантажi,Навантаження,26.583
Одеський морський порт,2013,Вересень,"Тов ""Новотех-термінал""",25,Чорнi метали -металопрокат,Навантаження,7.775
Одеський морський порт,2013,Вересень,"Тов ""Новотех-термінал""",26,Руда всяка,Навантаження,26.968
Одеський морський порт,2013,Вересень,"Тов ""Новотех-термінал""",26,Чорнi метали -металопрокат,Навантаження,37.184
Одеський морський порт,2013,Вересень,"Тов ""Новотех-термінал""",22,Чорнi метали -металопрокат,Розвантаження,4.297
Одеський морський порт,2013,Вересень,"Тов ""Бруклін-Київ""",38,Чорнi метали -металопрокат,Навантаження,0.324
Одеський морський порт,2013,Вересень,"Тов ""Бруклін-Київ""",43,Хлiбнi - з них:   зерно,Навантаження,163.875
Одеський морський порт,2013,Вересень,"Тов ""Бруклін-Київ""",43,Iншi сипучi вантажi,Навантаження,82.734
Одеський морський порт,2013,Вересень,"Тов ""Бруклін-Київ""",45,Хлiбнi - з них:   зерно,Навантаження,72.674
Одеський морський порт,2013,Вересень,"Тов ""Бруклін-Київ""",46,Хлiбнi - з них:   зерно,Навантаження,20.494
Одеський морський порт,2013,Вересень,"Тов ""Бруклін-Київ""",46,Чорнi метали -металопрокат,Навантаження,53.336
Одеський морський порт,2013,Вересень,"Тов ""Бруклін-Київ""",47,Руда всяка,Навантаження,20.256
Одеський морський порт,2013,Вересень,"Тов ""Бруклін-Київ""",47,Хлiбнi - з них:   зерно,Навантаження,32.779
Одеський морський порт,2013,Вересень,"Тов ""Бруклін-Київ""",47,Iншi тарно-штучнi вантажi,Навантаження,0.002
Одеський морський порт,2013,Вересень,"Тов ""Бруклін-Київ""",47,Цукор,Розвантаження,26.125
Одеський морський порт,2013,Вересень,"Тов ""УНСК""",14,Iншi тарно-штучнi вантажi,Навантаження,5.431
Одеський морський порт,2013,Вересень,"Тов ""УНСК""",25,Чорнi метали -металопрокат,Навантаження,6.286
Одеський морський порт,2013,Вересень,"Тов ""УНСК""",26,Чорнi метали -металопрокат,Навантаження,8.615
Одеський морський порт,2013,Вересень,"Тов ""Олімпекс-Купе""",3,Будiвельнi,Навантаження,0.433
Одеський морський порт,2013,Вересень,"Тов ""Олімпекс-Купе""",3,Хлiбнi - з них:   зерно,Навантаження,50.492
Одеський морський порт,2013,Вересень,"Тов ""Олімпекс-Купе""",3,Чорнi метали -брухт,Навантаження,5.062
Одеський морський порт,2013,Вересень,"Тов ""Олімпекс-Купе""",4,Хлiбнi - з них:   зерно,Навантаження,18.47
Одеський морський порт,2013,Вересень,"Тов ""Олімпекс-Купе""",4,Iншi сипучi вантажi,Навантаження,46.205
Одеський морський порт,2013,Вересень,"ПрАТ ""Сінтез Ойл"" (бункер з авто)",24,Нафтопродукти,Навантаження,0.218
Одеський морський порт,2013,Вересень,"ПрАТ ""Сінтез Ойл""",2н,Нафта,Навантаження,81.43
Одеський морський порт,2013,Вересень,"ПрАТ ""Сінтез Ойл""",2н,Нафтопродукти,Навантаження,23.904
Одеський морський порт,2013,Вересень,"ПрАТ ""Сінтез Ойл""",4н,Хiмiчнi,Навантаження,20.798
Одеський морський порт,2013,Вересень,"ПрАТ ""Сінтез Ойл""",5н,Нафтопродукти,Навантаження,3.726
Одеський морський порт,2013,Вересень,"ПрАТ ""Сінтез Ойл""",2н,Нафта,Розвантаження,79.939
Одеський морський порт,2013,Вересень,ДП ОМТП/ОФ ДП АМПУ(Нафторайон),1н,Нафтопродукти,Навантаження,40.076
Одеський морський порт,2013,Вересень,ДП ОМТП/ОФ ДП АМПУ(Нафторайон),7н,Хiмiчнi,Навантаження,35.685
Одеський морський порт,2013,Вересень,ДП ОМТП/ОФ ДП АМПУ(Нафторайон),1н,Нафта,Розвантаження,80.0
Одеський морський порт,2013,Жовтень,"ДП ""ГПК-Україна""",2,Контейнери мiжнародного класу з вантажем i порожнi  (т-бруто),Навантаження,205.269
Одеський морський порт,2013,Жовтень,"ДП ""ГПК-Україна""",3,Контейнери мiжнародного класу з вантажем i порожнi  (т-бруто),Навантаження,3.867
