port,year,month,operator,bert,shipment,direction,value
Одеський морський порт,2013,Жовтень,"ДП ""ГПК-Україна""",2,Контейнери мiжнародного класу з вантажем i порожнi  (т-бруто),Розвантаження,217.952
Одеський морський порт,2013,Жовтень,"ДП ""ГПК-Україна""",2,Iншi тарно-штучнi вантажi,Розвантаження,1.009
Одеський морський порт,2013,Жовтень,"ДП ""ГПК-Україна""",3,Контейнери мiжнародного класу з вантажем i порожнi  (т-бруто),Розвантаження,6.477
Одеський морський порт,2013,Жовтень,"ДП ""Пріста-Ойл""",5,Iншi наливнi вантажi,Навантаження,3.368
Одеський морський порт,2013,Жовтень,ДП ОМТП/ОФ ДП АМПУ (ТВТ),15,Автотехнiка та сiльгосптехнiка,Розвантаження,0.989
Одеський морський порт,2013,Жовтень,"Тов ""ОППК",37,Олiя,Розвантаження,11.895
Одеський морський порт,2013,Жовтень,"Тов ""Бруклін-Київ-порт""",42,Контейнери мiжнародного класу з вантажем i порожнi  (т-бруто),Навантаження,84.743
Одеський морський порт,2013,Жовтень,"Тов ""Бруклін-Київ-порт""",42,Контейнери мiжнародного класу з вантажем i порожнi  (т-бруто),Розвантаження,81.411
Одеський морський порт,2013,Жовтень,"Тов ""Металзюкрейн""",20,Автотехнiка та сiльгосптехнiка,Навантаження,0.683
Одеський морський порт,2013,Жовтень,"Тов ""Металзюкрейн""",7,Руда всяка,Навантаження,59.335
Одеський морський порт,2013,Жовтень,"Тов ""Металзюкрейн""",7,Хлiбнi - з них:   зерно,Навантаження,68.407
Одеський морський порт,2013,Жовтень,"Тов ""Металзюкрейн""",8,Руда всяка,Навантаження,6.937
Одеський морський порт,2013,Жовтень,"Тов ""Металзюкрейн""",8,Автотехнiка та сiльгосптехнiка,Навантаження,0.597
Одеський морський порт,2013,Жовтень,"Тов ""Металзюкрейн""",8,Автотехнiка та сiльгосптехнiка,Розвантаження,0.42
Одеський морський порт,2013,Жовтень,"Тов ""Металзюкрейн""",8,Чорнi метали -металопрокат,Розвантаження,1.032
Одеський морський порт,2013,Жовтень,"Тов ""Металзюкрейн""",8,Контейнери мiжнародного класу з вантажем i порожнi  (т-бруто),Розвантаження,0.029
Одеський морський порт,2013,Жовтень,"Тов ""Металзюкрейн""",8,Iншi тарно-штучнi вантажi,Розвантаження,5.949
Одеський морський порт,2013,Жовтень,Холодильник,20,Продовольчi вантажi з  них:швидкопсовнi вантажi,Розвантаження,0.889
Одеський морський порт,2013,Жовтень,Холодильник,21,Продовольчi вантажi з  них:швидкопсовнi вантажi,Розвантаження,13.771
Одеський морський порт,2013,Жовтень,"Тов ""Новолог""",10,Чорнi метали -металопрокат,Навантаження,10.332
Одеський морський порт,2013,Жовтень,"Тов ""Новолог""",12,Чорнi метали -металопрокат,Навантаження,25.005
Одеський морський порт,2013,Жовтень,"Тов ""Новолог""",13,Чорнi метали -металопрокат,Навантаження,28.155
