Назва морського порту,Рік,Місяць,Портовий оператор,"Причал, номер",Вид вантажу,Напрямок,Обсяг переробленного вантажу,Одиниця виміру
Ізмаїльський морський порт,2015,Лютий,ДП «Ізмаїльський МТП»,23,Руда всяка,Навантаження,"65,015",тис. тонн
Ізмаїльський морський порт,2015,Лютий,ДП «Ізмаїльський МТП»,24,Будівельні,Розвантаження,"2,724",тис. тонн
Ізмаїльський морський порт,2015,Лютий,ДП «Ізмаїльський МТП»,24,Автотехніка й сільгосптехніка,Навантаження,"0,096",тис. тонн
Ізмаїльський морський порт,2015,Лютий,ДП «Ізмаїльський МТП»,24,Вугілля,Навантаження,"16,935",тис. тонн
Ізмаїльський морський порт,2015,Лютий,ДП «Ізмаїльський МТП»,25,Будівельні,Розвантаження,"21,672",тис. тонн
Ізмаїльський морський порт,2015,Лютий,ДП «Ізмаїльський МТП»,25,"Хімічні, мінеральні добрива (сипучі)",Навантаження,"3,887",тис. тонн
Ізмаїльський морський порт,2015,Лютий,ДП «Ізмаїльський МТП»,26,Будівельні,Розвантаження,"5,394",тис. тонн
Ізмаїльський морський порт,2015,Лютий,ДП «Ізмаїльський МТП»,26,"Хімічні, мінеральні добрива (сипучі)",Навантаження,"1,303",тис. тонн
Ізмаїльський морський порт,2015,Лютий,ТОВ «Агенція Трайтон Сервіс Україна»,"ТОВ ""Трайтон""",Нафтопродукти,Розвантаження,"1,84",тис. тонн
Ізмаїльський морський порт,2015,Лютий,ТОВ «Ізмаїльський елеватор»,3,Хлібні - всього,Навантаження,"8,021",тис. тонн
Ізмаїльський морський порт,2015,Березень,ДП «Ізмаїльський МТП»,4,Чорні метали - всього,Навантаження,"1,425",тис. тонн
Ізмаїльський морський порт,2015,Березень,ДП «Ізмаїльський МТП»,4,Продовольчі вантажі - всього,Навантаження,"0,632",тис. тонн
Ізмаїльський морський порт,2015,Березень,ДП «Ізмаїльський МТП»,5,Чорні метали - всього,Навантаження,"0,434",тис. тонн
Ізмаїльський морський порт,2015,Березень,ДП «Ізмаїльський МТП»,5,Продовольчі вантажі - всього,Навантаження,"1,168",тис. тонн
Ізмаїльський морський порт,2015,Березень,ДП «Ізмаїльський МТП»,5,Будівельні,Навантаження,"2,479",тис. тонн
Ізмаїльський морський порт,2015,Березень,ДП «Ізмаїльський МТП»,7,Будівельні,Навантаження,"1,386",тис. тонн
Ізмаїльський морський порт,2015,Березень,ДП «Ізмаїльський МТП»,7,Інші тарно-штучні вантажі,Навантаження,"4,628",тис. тонн
Ізмаїльський морський порт,2015,Березень,ДП «Ізмаїльський МТП»,7,Руда всяка,Навантаження,"16,862",тис. тонн
Ізмаїльський морський порт,2015,Березень,ДП «Ізмаїльський МТП»,8,Олія,Навантаження,"6,014",тис. тонн
Ізмаїльський морський порт,2015,Березень,ДП «Ізмаїльський МТП»,8,Чорні метали - всього,Навантаження,"11,274",тис. тонн
Ізмаїльський морський порт,2015,Березень,ДП «Ізмаїльський МТП»,8,Продовольчі вантажі - всього,Навантаження,"0,498",тис. тонн
Ізмаїльський морський порт,2015,Березень,ДП «Ізмаїльський МТП»,12,Вугілля,Навантаження,"43,754",тис. тонн
Ізмаїльський морський порт,2015,Березень,ДП «Ізмаїльський МТП»,13,Вугілля,Навантаження,"2,5",тис. тонн
Ізмаїльський морський порт,2015,Березень,ДП «Ізмаїльський МТП»,14,Руда всяка,Навантаження,"33,508",тис. тонн
Ізмаїльський морський порт,2015,Березень,ДП «Ізмаїльський МТП»,14,Вугілля,Навантаження,"5,94",тис. тонн
Ізмаїльський морський порт,2015,Березень,ДП «Ізмаїльський МТП»,16,Вугілля,Навантаження,"13,45",тис. тонн
Ізмаїльський морський порт,2015,Березень,ДП «Ізмаїльський МТП»,17,Руда всяка,Навантаження,"1,557",тис. тонн
Ізмаїльський морський порт,2015,Березень,ДП «Ізмаїльський МТП»,17,Вугілля,Навантаження,"6,232",тис. тонн
Ізмаїльський морський порт,2015,Березень,ДП «Ізмаїльський МТП»,18,Руда всяка,Навантаження,"49,386",тис. тонн
Ізмаїльський морський порт,2015,Березень,ДП «Ізмаїльський МТП»,19,Будівельні,Навантаження,"5,404",тис. тонн
Ізмаїльський морський порт,2015,Березень,ДП «Ізмаїльський МТП»,19,Руда всяка,Навантаження,"42,699",тис. тонн
Ізмаїльський морський порт,2015,Березень,ДП «Ізмаїльський МТП»,19,Вугілля,Навантаження,"1,5",тис. тонн
Ізмаїльський морський порт,2015,Березень,ДП «Ізмаїльський МТП»,20,Руда всяка,Навантаження,"17,688",тис. тонн
Ізмаїльський морський порт,2015,Березень,ДП «Ізмаїльський МТП»,20,Вугілля,Навантаження,"6,85",тис. тонн
Ізмаїльський морський порт,2015,Березень,ДП «Ізмаїльський МТП»,21,Будівельні,Розвантаження,"2,729",тис. тонн
Ізмаїльський морський порт,2015,Березень,ДП «Ізмаїльський МТП»,21,Кокс,Навантаження,"4,25",тис. тонн
Ізмаїльський морський порт,2015,Березень,ДП «Ізмаїльський МТП»,22,Руда всяка,Навантаження,"26,65",тис. тонн
Ізмаїльський морський порт,2015,Березень,ДП «Ізмаїльський МТП»,22,Будівельні,Розвантаження,"21,913",тис. тонн
Ізмаїльський морський порт,2015,Березень,ДП «Ізмаїльський МТП»,23,Руда всяка,Навантаження,"56,34",тис. тонн
Ізмаїльський морський порт,2015,Березень,ДП «Ізмаїльський МТП»,24,Руда всяка,Навантаження,"1,25",тис. тонн
Ізмаїльський морський порт,2015,Березень,ДП «Ізмаїльський МТП»,24,Будівельні,Розвантаження,"2,694",тис. тонн
Ізмаїльський морський порт,2015,Березень,ДП «Ізмаїльський МТП»,24,Вугілля,Навантаження,"0,85",тис. тонн
Ізмаїльський морський порт,2015,Березень,ДП «Ізмаїльський МТП»,25,Будівельні,Розвантаження,"27,361",тис. тонн
Ізмаїльський морський порт,2015,Березень,ДП «Ізмаїльський МТП»,25,Хім. та мін. добрива (тарно-штучні),Навантаження,"4,995",тис. тонн
Ізмаїльський морський порт,2015,Березень,ТОВ «Ньюeнерджи»,"ТОВ ""Ньюенерджі""",Продовольчі вантажі - всього,Навантаження,"1,163",тис. тонн
Ізмаїльський морський порт,2015,Березень,ТОВ «Агенція Трайтон Сервіс Україна»,"ТОВ ""Трайтон""",Нафтопродукти,Розвантаження,"1,23",тис. тонн
Ізмаїльський морський порт,2015,Березень,ТОВ «Ізмаїльський елеватор»,3,Хлібні - всього,Навантаження,"5,6",тис. тонн
Ізмаїльський морський порт,2015,Квітень,ДП «Ізмаїльський МТП»,4,Чорні метали - всього,Навантаження,"3,2",тис. тонн
Ізмаїльський морський порт,2015,Квітень,ДП «Ізмаїльський МТП»,5,Чорні метали - всього,Навантаження,"1,083",тис. тонн
Ізмаїльський морський порт,2015,Квітень,ДП «Ізмаїльський МТП»,5,Будівельні,Навантаження,"7,08",тис. тонн
Ізмаїльський морський порт,2015,Квітень,ДП «Ізмаїльський МТП»,7,Будівельні,Навантаження,"5,82",тис. тонн
Ізмаїльський морський порт,2015,Квітень,ДП «Ізмаїльський МТП»,7,Руда всяка,Навантаження,"10,368",тис. тонн
Ізмаїльський морський порт,2015,Квітень,ДП «Ізмаїльський МТП»,8,Чорні метали - всього,Навантаження,"10,786",тис. тонн
Ізмаїльський морський порт,2015,Квітень,ДП «Ізмаїльський МТП»,12,Вугілля,Навантаження,"25,002",тис. тонн
Ізмаїльський морський порт,2015,Квітень,ДП «Ізмаїльський МТП»,14,Руда всяка,Навантаження,"28,759",тис. тонн
Ізмаїльський морський порт,2015,Квітень,ДП «Ізмаїльський МТП»,16,Кокс,Навантаження,"1,5",тис. тонн
Ізмаїльський морський порт,2015,Квітень,ДП «Ізмаїльський МТП»,16,Вугілля,Навантаження,"15,478",тис. тонн
Ізмаїльський морський порт,2015,Квітень,ДП «Ізмаїльський МТП»,17,Вугілля,Навантаження,"7,433",тис. тонн
Ізмаїльський морський порт,2015,Квітень,ДП «Ізмаїльський МТП»,18,Руда всяка,Навантаження,"57,946",тис. тонн
Ізмаїльський морський порт,2015,Квітень,ДП «Ізмаїльський МТП»,19,Кокс,Навантаження,"1,322",тис. тонн
Ізмаїльський морський порт,2015,Квітень,ДП «Ізмаїльський МТП»,19,Руда всяка,Навантаження,23,тис. тонн
Ізмаїльський морський порт,2015,Квітень,ДП «Ізмаїльський МТП»,19,Вугілля,Навантаження,"27,36",тис. тонн
Ізмаїльський морський порт,2015,Квітень,ДП «Ізмаїльський МТП»,21,Будівельні,Розвантаження,"29,571",тис. тонн
Ізмаїльський морський порт,2015,Квітень,ДП «Ізмаїльський МТП»,21,Кокс,Навантаження,"2,798",тис. тонн
Ізмаїльський морський порт,2015,Квітень,ДП «Ізмаїльський МТП»,22,Руда всяка,Навантаження,"28,202",тис. тонн
Ізмаїльський морський порт,2015,Квітень,ДП «Ізмаїльський МТП»,22,Будівельні,Розвантаження,"2,694",тис. тонн
Ізмаїльський морський порт,2015,Квітень,ДП «Ізмаїльський МТП»,22,Вугілля,Навантаження,"1,929",тис. тонн
Ізмаїльський морський порт,2015,Квітень,ДП «Ізмаїльський МТП»,23,Руда всяка,Навантаження,"68,645",тис. тонн
Ізмаїльський морський порт,2015,Квітень,ДП «Ізмаїльський МТП»,24,Вугілля,Навантаження,"1,438",тис. тонн
Ізмаїльський морський порт,2015,Квітень,ДП «Ізмаїльський МТП»,25,Будівельні,Розвантаження,"34,11",тис. тонн
Ізмаїльський морський порт,2015,Квітень,ДП «Ізмаїльський МТП»,25,Кокс,Навантаження,"5,475",тис. тонн
Ізмаїльський морський порт,2015,Квітень,ДП «Ізмаїльський МТП»,25,Чорні метали - всього,Навантаження,"2,673",тис. тонн
Ізмаїльський морський порт,2015,Квітень,ДП «Ізмаїльський МТП»,26,Будівельні,Розвантаження,"2,683",тис. тонн
Ізмаїльський морський порт,2015,Квітень,ТОВ «Агенція Трайтон Сервіс Україна»,"ТОВ ""Трайтон""",Нафтопродукти,Розвантаження,"1,24",тис. тонн
Ізмаїльський морський порт,2015,Квітень,ТОВ «Агенція Трайтон Сервіс Україна»,"ТОВ ""Трайтон""",Нафтопродукти,Навантаження,"1,08",тис. тонн
Ізмаїльський морський порт,2015,Квітень,ТОВ «Ізмаїльський елеватор»,3,Хлібні - всього,Навантаження,"4,995",тис. тонн
Ізмаїльський морський порт,2015,Травень,ДП «Ізмаїльський МТП»,4,Чорні метали - всього,Навантаження,"1,119",тис. тонн
Ізмаїльський морський порт,2015,Травень,ДП «Ізмаїльський МТП»,5,Чорні метали - всього,Навантаження,"2,081",тис. тонн
Ізмаїльський морський порт,2015,Травень,ДП «Ізмаїльський МТП»,6,Продовольчі вантажі - всього,Навантаження,"0,632",тис. тонн
Ізмаїльський морський порт,2015,Травень,ДП «Ізмаїльський МТП»,7,Руда всяка,Навантаження,"11,364",тис. тонн
Ізмаїльський морський порт,2015,Травень,ДП «Ізмаїльський МТП»,7,Інші тарно-штучні вантажі,Навантаження,"1,002",тис. тонн
Ізмаїльський морський порт,2015,Травень,ДП «Ізмаїльський МТП»,7,Будівельні,Навантаження,"7,02",тис. тонн
Ізмаїльський морський порт,2015,Травень,ДП «Ізмаїльський МТП»,8,Хлібні - всього,Навантаження,"3,15",тис. тонн
Ізмаїльський морський порт,2015,Травень,ДП «Ізмаїльський МТП»,8,Чорні метали - всього,Навантаження,"12,375",тис. тонн
Ізмаїльський морський порт,2015,Травень,ДП «Ізмаїльський МТП»,8,Руда всяка,Навантаження,"1,749",тис. тонн
Ізмаїльський морський порт,2015,Травень,ДП «Ізмаїльський МТП»,8,Інші тарно-штучні вантажі,Навантаження,"1,292",тис. тонн
Ізмаїльський морський порт,2015,Травень,ДП «Ізмаїльський МТП»,12,Вугілля,Навантаження,"36,501",тис. тонн
Ізмаїльський морський порт,2015,Травень,ДП «Ізмаїльський МТП»,14,Автотехніка й сільгосптехніка,Навантаження,"0,098",тис. тонн
Ізмаїльський морський порт,2015,Травень,ДП «Ізмаїльський МТП»,14,Руда всяка,Навантаження,"48,028",тис. тонн
Ізмаїльський морський порт,2015,Травень,ДП «Ізмаїльський МТП»,14,Вугілля,Навантаження,"7,147",тис. тонн
Ізмаїльський морський порт,2015,Травень,ДП «Ізмаїльський МТП»,16,Вугілля,Навантаження,"25,253",тис. тонн
Ізмаїльський морський порт,2015,Травень,ДП «Ізмаїльський МТП»,17,Вугілля,Навантаження,"6,195",тис. тонн
Ізмаїльський морський порт,2015,Травень,ДП «Ізмаїльський МТП»,18,Руда всяка,Навантаження,"76,506",тис. тонн
Ізмаїльський морський порт,2015,Травень,ДП «Ізмаїльський МТП»,19,Руда всяка,Навантаження,"18,224",тис. тонн
Ізмаїльський морський порт,2015,Травень,ДП «Ізмаїльський МТП»,19,Вугілля,Навантаження,"3,018",тис. тонн
Ізмаїльський морський порт,2015,Травень,ДП «Ізмаїльський МТП»,20,Руда всяка,Навантаження,"14,092",тис. тонн
Ізмаїльський морський порт,2015,Травень,ДП «Ізмаїльський МТП»,21,Будівельні,Розвантаження,"10,788",тис. тонн
Ізмаїльський морський порт,2015,Травень,ДП «Ізмаїльський МТП»,21,Кокс,Навантаження,"1,353",тис. тонн
Ізмаїльський морський порт,2015,Травень,ДП «Ізмаїльський МТП»,22,Руда всяка,Навантаження,"40,832",тис. тонн
Ізмаїльський морський порт,2015,Травень,ДП «Ізмаїльський МТП»,22,Чорні метали - всього,Навантаження,"2,067",тис. тонн
Ізмаїльський морський порт,2015,Травень,ДП «Ізмаїльський МТП»,22,Вугілля,Навантаження,"2,817",тис. тонн
Ізмаїльський морський порт,2015,Травень,ДП «Ізмаїльський МТП»,23,Руда всяка,Навантаження,"65,652",тис. тонн
Ізмаїльський морський порт,2015,Травень,ДП «Ізмаїльський МТП»,24,Будівельні,Розвантаження,"2,708",тис. тонн
Ізмаїльський морський порт,2015,Травень,ДП «Ізмаїльський МТП»,25,Будівельні,Розвантаження,"1,447",тис. тонн
Ізмаїльський морський порт,2015,Травень,ТОВ «Агенція Трайтон Сервіс Україна»,"ТОВ ""Трайтон""",Нафтопродукти,Розвантаження,"9,141",тис. тонн
Ізмаїльський морський порт,2015,Травень,ТОВ «Ізмаїльський елеватор»,3,Хлібні - всього,Навантаження,"5,03",тис. тонн
Ізмаїльський морський порт,2015,Червень,ДП «Ізмаїльський МТП»,4,Чорні метали - всього,Навантаження,"6,949",тис. тонн
Ізмаїльський морський порт,2015,Червень,ДП «Ізмаїльський МТП»,4,Продовольчі вантажі - всього,Навантаження,"2,538",тис. тонн
Ізмаїльський морський порт,2015,Червень,ДП «Ізмаїльський МТП»,5,Інші тарно-штучні вантажі,Розвантаження,"0,144",тис. тонн
Ізмаїльський морський порт,2015,Червень,ДП «Ізмаїльський МТП»,6,Інші тарно-штучні вантажі,Навантаження,"0,062",тис. тонн
Ізмаїльський морський порт,2015,Червень,ДП «Ізмаїльський МТП»,6,Чорні метали - всього,Навантаження,"1,322",тис. тонн
Ізмаїльський морський порт,2015,Червень,ДП «Ізмаїльський МТП»,6,Хім. та мін. добрива (тарно-штучні),Навантаження,"1,504",тис. тонн
Ізмаїльський морський порт,2015,Червень,ДП «Ізмаїльський МТП»,6,Продовольчі вантажі - всього,Навантаження,"0,631",тис. тонн
Ізмаїльський морський порт,2015,Червень,ДП «Ізмаїльський МТП»,7,Руда всяка,Навантаження,"1,752",тис. тонн
Ізмаїльський морський порт,2015,Червень,ДП «Ізмаїльський МТП»,7,Будівельні,Навантаження,"0,753",тис. тонн
Ізмаїльський морський порт,2015,Червень,ДП «Ізмаїльський МТП»,8,Чорні метали - всього,Навантаження,"17,565",тис. тонн
Ізмаїльський морський порт,2015,Червень,ДП «Ізмаїльський МТП»,12,Вугілля,Навантаження,"8,601",тис. тонн
Ізмаїльський морський порт,2015,Червень,ДП «Ізмаїльський МТП»,13,Хім. та мін. добрива (тарно-штучні),Навантаження,"5,722",тис. тонн
Ізмаїльський морський порт,2015,Червень,ДП «Ізмаїльський МТП»,14,Хім. та мін. добрива (тарно-штучні),Навантаження,"2,858",тис. тонн
Ізмаїльський морський порт,2015,Червень,ДП «Ізмаїльський МТП»,14,Руда всяка,Навантаження,"16,067",тис. тонн
Ізмаїльський морський порт,2015,Червень,ДП «Ізмаїльський МТП»,14,Вугілля,Навантаження,"2,4",тис. тонн
Ізмаїльський морський порт,2015,Червень,ДП «Ізмаїльський МТП»,16,Вугілля,Навантаження,"6,735",тис. тонн
Ізмаїльський морський порт,2015,Червень,ДП «Ізмаїльський МТП»,17,Вугілля,Навантаження,"16,248",тис. тонн
Ізмаїльський морський порт,2015,Червень,ДП «Ізмаїльський МТП»,18,Руда всяка,Навантаження,"48,805",тис. тонн
Ізмаїльський морський порт,2015,Червень,ДП «Ізмаїльський МТП»,19,Руда всяка,Навантаження,"6,922",тис. тонн
Ізмаїльський морський порт,2015,Червень,ДП «Ізмаїльський МТП»,19,Вугілля,Навантаження,"3,036",тис. тонн
Ізмаїльський морський порт,2015,Червень,ДП «Ізмаїльський МТП»,21,Руда всяка,Навантаження,"2,75",тис. тонн
Ізмаїльський морський порт,2015,Червень,ДП «Ізмаїльський МТП»,22,Руда всяка,Навантаження,"65,272",тис. тонн
Ізмаїльський морський порт,2015,Червень,ДП «Ізмаїльський МТП»,23,Руда всяка,Навантаження,"80,999",тис. тонн
Ізмаїльський морський порт,2015,Червень,ДП «Ізмаїльський МТП»,25,Хім. та мін. добрива (тарно-штучні),Навантаження,"9,932",тис. тонн
Ізмаїльський морський порт,2015,Червень,ДП «Ізмаїльський МТП»,25,Руда всяка,Навантаження,"1,15",тис. тонн
Ізмаїльський морський порт,2015,Червень,ДП «Ізмаїльський МТП»,26,Автотехніка й сільгосптехніка,Навантаження,"0,463",тис. тонн
Ізмаїльський морський порт,2015,Червень,ТОВ «Агенція Трайтон Сервіс Україна»,"ТОВ ""Трайтон""",Нафтопродукти,Розвантаження,"2,475",тис. тонн
Ізмаїльський морський порт,2015,Липень,ДП «Ізмаїльський МТП»,4,Чорні метали - всього,Навантаження,"8,509",тис. тонн
Ізмаїльський морський порт,2015,Липень,ДП «Ізмаїльський МТП»,4,Хім. та мін. добрива (тарно-штучні),Навантаження,"1,551",тис. тонн
Ізмаїльський морський порт,2015,Липень,ДП «Ізмаїльський МТП»,5,Чорні метали - всього,Навантаження,"0,856",тис. тонн
Ізмаїльський морський порт,2015,Липень,ДП «Ізмаїльський МТП»,5,Хім. та мін. добрива (тарно-штучні),Розвантаження,"1,82",тис. тонн
Ізмаїльський морський порт,2015,Липень,ДП «Ізмаїльський МТП»,6,Чорні метали - всього,Навантаження,"2,153",тис. тонн
Ізмаїльський морський порт,2015,Липень,ДП «Ізмаїльський МТП»,6,Хім. та мін. добрива (тарно-штучні),Навантаження,"2,54",тис. тонн
Ізмаїльський морський порт,2015,Липень,ДП «Ізмаїльський МТП»,7,Чорні метали - всього,Навантаження,"9,317",тис. тонн
Ізмаїльський морський порт,2015,Липень,ДП «Ізмаїльський МТП»,7,Руда всяка,Навантаження,"1,159",тис. тонн
Ізмаїльський морський порт,2015,Липень,ДП «Ізмаїльський МТП»,7,Інші сипучі вантажі,Навантаження,"4,701",тис. тонн
Ізмаїльський морський порт,2015,Липень,ДП «Ізмаїльський МТП»,7,Інші тарно-штучні вантажі,Навантаження,"1,561",тис. тонн
Ізмаїльський морський порт,2015,Липень,ДП «Ізмаїльський МТП»,8,Чорні метали - всього,Навантаження,"9,818",тис. тонн
Ізмаїльський морський порт,2015,Липень,ДП «Ізмаїльський МТП»,12,Вугілля,Навантаження,"27,499",тис. тонн
Ізмаїльський морський порт,2015,Липень,ДП «Ізмаїльський МТП»,13,"Хімічні, мінеральні добрива (сипучі)",Навантаження,"2,84",тис. тонн
Ізмаїльський морський порт,2015,Липень,ДП «Ізмаїльський МТП»,13,Вугілля,Навантаження,"4,999",тис. тонн
Ізмаїльський морський порт,2015,Липень,ДП «Ізмаїльський МТП»,14,Руда всяка,Навантаження,"4,537",тис. тонн
Ізмаїльський морський порт,2015,Липень,ДП «Ізмаїльський МТП»,14,Вугілля,Навантаження,"7,499",тис. тонн
Ізмаїльський морський порт,2015,Липень,ДП «Ізмаїльський МТП»,14,Інші тарно-штучні вантажі,Навантаження,"1,002",тис. тонн
Ізмаїльський морський порт,2015,Липень,ДП «Ізмаїльський МТП»,16,Кокс,Навантаження,"1,1",тис. тонн
Ізмаїльський морський порт,2015,Липень,ДП «Ізмаїльський МТП»,16,Руда всяка,Навантаження,"1,3",тис. тонн
Ізмаїльський морський порт,2015,Липень,ДП «Ізмаїльський МТП»,16,Вугілля,Навантаження,"20,42",тис. тонн
Ізмаїльський морський порт,2015,Липень,ДП «Ізмаїльський МТП»,17,Вугілля,Навантаження,"15,211",тис. тонн
Ізмаїльський морський порт,2015,Липень,ДП «Ізмаїльський МТП»,18,Руда всяка,Навантаження,"55,208",тис. тонн
Ізмаїльський морський порт,2015,Липень,ДП «Ізмаїльський МТП»,19,Вугілля,Навантаження,"9,7",тис. тонн
Ізмаїльський морський порт,2015,Липень,ДП «Ізмаїльський МТП»,20,Руда всяка,Навантаження,"1,109",тис. тонн
Ізмаїльський морський порт,2015,Липень,ДП «Ізмаїльський МТП»,20,Кокс,Навантаження,"2,1",тис. тонн
Ізмаїльський морський порт,2015,Липень,ДП «Ізмаїльський МТП»,20,Вугілля,Навантаження,4,тис. тонн
Ізмаїльський морський порт,2015,Липень,ДП «Ізмаїльський МТП»,21,Руда всяка,Навантаження,"15,798",тис. тонн
Ізмаїльський морський порт,2015,Липень,ДП «Ізмаїльський МТП»,22,Руда всяка,Навантаження,"70,779",тис. тонн
Ізмаїльський морський порт,2015,Липень,ДП «Ізмаїльський МТП»,23,Руда всяка,Навантаження,73659,тис. тонн
Ізмаїльський морський порт,2015,Липень,ДП «Ізмаїльський МТП»,25,"Хімічні, мінеральні добрива (сипучі)",Навантаження,"7,864",тис. тонн
Ізмаїльський морський порт,2015,Липень,ДП «Ізмаїльський МТП»,25,Хім. та мін. добрива (тарно-штучні),Навантаження,"1,003",тис. тонн
Ізмаїльський морський порт,2015,Липень,ТОВ «Ізмаїльський елеватор»,3,Хлібні - всього,Навантаження,"15,428",тис. тонн
Ізмаїльський морський порт,2015,Липень,ТОВ «Агенція Трайтон Сервіс Україна»,"ТОВ ""Трайтон""",Нафтопродукти,Розвантаження,"4,33",тис. тонн
Ізмаїльський морський порт,2015,Липень,ТОВ «Ньюeнерджи»,"ТОВ ""Ньюенерджі""",Будівельні,Навантаження,"0,54",тис. тонн
Ізмаїльський морський порт,2015,Липень,ТОВ «Ньюeнерджи»,"ТОВ ""Ньюенерджі""",Продовольчі вантажі - всього,Навантаження,"2,343",тис. тонн
Ізмаїльський морський порт,2015,Серпень,ДП «Ізмаїльський МТП»,4,Чорні метали - всього,Навантаження,"10,166",тис. тонн
Ізмаїльський морський порт,2015,Серпень,ДП «Ізмаїльський МТП»,4,Хім. та мін. добрива (тарно-штучні),Навантаження,"1,024",тис. тонн
Ізмаїльський морський порт,2015,Серпень,ДП «Ізмаїльський МТП»,4,Інші тарно-штучні вантажі,Навантаження,"0,999",тис. тонн
Ізмаїльський морський порт,2015,Серпень,ДП «Ізмаїльський МТП»,4,Будівельні,Навантаження,"1,203",тис. тонн
Ізмаїльський морський порт,2015,Серпень,ДП «Ізмаїльський МТП»,5,Чорні метали - всього,Навантаження,"0,148",тис. тонн
Ізмаїльський морський порт,2015,Серпень,ДП «Ізмаїльський МТП»,7,Будівельні,Розвантаження,"2,751",тис. тонн
Ізмаїльський морський порт,2015,Серпень,ДП «Ізмаїльський МТП»,7,Хлібні - всього,Навантаження,"2,784",тис. тонн
Ізмаїльський морський порт,2015,Серпень,ДП «Ізмаїльський МТП»,7,Чорні метали - всього,Навантаження,"7,973",тис. тонн
Ізмаїльський морський порт,2015,Серпень,ДП «Ізмаїльський МТП»,7,Інші сипучі вантажі,Навантаження,"4,91",тис. тонн
Ізмаїльський морський порт,2015,Серпень,ДП «Ізмаїльський МТП»,7,Інші тарно-штучні вантажі,Навантаження,"1,627",тис. тонн
Ізмаїльський морський порт,2015,Серпень,ДП «Ізмаїльський МТП»,8,Олія,Навантаження,"6,003",тис. тонн
Ізмаїльський морський порт,2015,Серпень,ДП «Ізмаїльський МТП»,8,Чорні метали - всього,Навантаження,"4,128",тис. тонн
Ізмаїльський морський порт,2015,Серпень,ДП «Ізмаїльський МТП»,8,Продовольчі вантажі - всього,Навантаження,"0,694",тис. тонн
Ізмаїльський морський порт,2015,Серпень,ДП «Ізмаїльський МТП»,8,Будівельні,Навантаження,"1,034",тис. тонн
Ізмаїльський морський порт,2015,Серпень,ДП «Ізмаїльський МТП»,6,Будівельні,Навантаження,"1,034",тис. тонн
Ізмаїльський морський порт,2015,Серпень,ДП «Ізмаїльський МТП»,12,Вугілля,Навантаження,"18,5",тис. тонн
Ізмаїльський морський порт,2015,Серпень,ДП «Ізмаїльський МТП»,13,Руда всяка,Навантаження,"2,894",тис. тонн
Ізмаїльський морський порт,2015,Серпень,ДП «Ізмаїльський МТП»,14,Руда всяка,Навантаження,"25,83",тис. тонн
Ізмаїльський морський порт,2015,Серпень,ДП «Ізмаїльський МТП»,14,Будівельні,Розвантаження,"5,373",тис. тонн
Ізмаїльський морський порт,2015,Серпень,ДП «Ізмаїльський МТП»,14,Інші тарно-штучні вантажі,Навантаження,"0,993",тис. тонн
Ізмаїльський морський порт,2015,Серпень,ДП «Ізмаїльський МТП»,16,Кокс,Навантаження,"4,8",тис. тонн
Ізмаїльський морський порт,2015,Серпень,ДП «Ізмаїльський МТП»,16,Вугілля,Навантаження,"19,786",тис. тонн
Ізмаїльський морський порт,2015,Серпень,ДП «Ізмаїльський МТП»,17,Вугілля,Навантаження,"14,806",тис. тонн
Ізмаїльський морський порт,2015,Серпень,ДП «Ізмаїльський МТП»,18,Руда всяка,Навантаження,"76,758",тис. тонн
Ізмаїльський морський порт,2015,Серпень,ДП «Ізмаїльський МТП»,19,Вугілля,Навантаження,1,тис. тонн
Ізмаїльський морський порт,2015,Серпень,ДП «Ізмаїльський МТП»,21,Руда всяка,Навантаження,"28,575",тис. тонн
Ізмаїльський морський порт,2015,Серпень,ДП «Ізмаїльський МТП»,21,Вугілля,Навантаження,"2,017",тис. тонн
Ізмаїльський морський порт,2015,Серпень,ДП «Ізмаїльський МТП»,22,Руда всяка,Навантаження,"45,331",тис. тонн
Ізмаїльський морський порт,2015,Серпень,ДП «Ізмаїльський МТП»,22,Вугілля,Навантаження,5,тис. тонн
Ізмаїльський морський порт,2015,Серпень,ДП «Ізмаїльський МТП»,23,Руда всяка,Навантаження,"28,498",тис. тонн
Ізмаїльський морський порт,2015,Серпень,ДП «Ізмаїльський МТП»,25,Автотехніка й сільгосптехніка,Навантаження,"0,463",тис. тонн
Ізмаїльський морський порт,2015,Серпень,ДП «Ізмаїльський МТП»,25,Хім. та мін. добрива (тарно-штучні),Навантаження,"4,936",тис. тонн
Ізмаїльський морський порт,2015,Серпень,ТОВ «Ізмаїльський елеватор»,3,Хлібні - всього,Навантаження,"35,42",тис. тонн
Ізмаїльський морський порт,2015,Серпень,ТОВ «Агенція Трайтон Сервіс Україна»,"ТОВ ""Трайтон""",Нафтопродукти,Розвантаження,"3,84",тис. тонн
Ізмаїльський морський порт,2015,Вересень,ДП «Ізмаїльський МТП»,4,Чорні метали - всього,Навантаження,"7,465",тис. тонн
Ізмаїльський морський порт,2015,Вересень,ДП «Ізмаїльський МТП»,4,Хім. та мін. добрива (тарно-штучні),Навантаження,"4,09",тис. тонн
Ізмаїльський морський порт,2015,Вересень,ДП «Ізмаїльський МТП»,5,Чорні метали - всього,Навантаження,"2,199",тис. тонн
